text,dominant_topic,topic_percent,section,item
l grafik ve cebirsel temsil incele bu fonksiyon tek veya çift durum,0,0.90776813,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x)
x3 + 3x p(x,6,0.16502762,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x)
için p(x,6,0.16502762,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),m)
polinom fonksiyon sıfır k m k m,4,0.5601458,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x)
polinom fonksiyon sıfır,4,0.56014615,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x)
iken a > 0,6,0.16502762,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),k)
polinom fonksiyon sıfır k + a m + a ol gibi öner el et,1,0.49575898,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),a)
uygulama hedefle proje incele OB5 Polinom fonksiyon tarihî gelişim,0,0.91973585,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),a)
< g(x gibi polinom veya rasyonel fonksiyon içer,0,0.8685902,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x)
f(x g(x fonksiyon işaret bir derece çar,0,0.8331387,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x)
r hangi ardışık tam sayı ara ol dair çıkarım bulun fonksiyon,2,0.3865291,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x)
formül,6,0.16502762,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),t)
rine yönelik araştır ödev verilebilir Öğrenci araştır sonuç ulaş veri,3,0.57841235,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x)
yöntem yer ver bir kök tahmin,3,0.6299397,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),r)
x4 fonks,4,0.6364169,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x)
x2 + 1,6,0.16502762,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x)
x 1,6,0.16502762,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x)
=,6,0.16502762,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x)
kullan öğrenci için bireyselleştir öğren plan oluştur ve po,7,0.9092242,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),i)
-,6,0.16502762,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),e)
iki veya daha fazla fonksiyon bileşke oluş bir fonksiyon bileşen,0,0.90776974,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),a)
belirle,7,0.6433667,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),i)
iki veya daha fazla fonksiyon bileşke oluş bir fonksiyon bileşen ara,0,0.90776974,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),b)
iki veya daha fazla fonksiyon bileşke el et fonksiyon sembolik bir dil,0,0.6734576,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),c)
Bileşke fonksiyon ve bu fonksiyon nitel özellik işaret artan azal,0,0.9077768,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),d)
ilişkin,6,0.65413344,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),i)
Varsayım dayalı ol bileşke fonksiyon ve bileşke fonksiyon nitel özel,0,0.58406657,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),e)
Genelle varsayım karşıla karşıla kontrol et,6,0.8965432,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),f)
Genelle el et önerme matematiksel ol doğrula,3,0.86571854,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),g)
Öner grafiksel ol doğru veya cebirsel ol ispat,1,0.89068156,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),h)
Fonksiyon dört işlem yapıl koşul incele,4,0.868135,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),a)
Fonksiyon dört işlem uygun cebirsel veya grafik temsil ifade et,0,0.7410519,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),b)
Fonksiyonlarda dört işlem özellik dönüştür fonksiyon bağlam sözel,0,0.8916104,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),c)
f g x f g x f + g x f g x f g x f g x,6,0.16502762,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),e)
f(x 2 ol yol çıkıl f fonk,4,0.6363411,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x)
x 2)2 şekil tanım fonksiyon hareket,4,0.8681404,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x)
h(x))2 şekil tanım fonksi,4,0.8325709,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x)
yon dönüşüm Üzer dur bu bağlam dönüşüm sonuç oluş fonksiyon birden,2,0.6410205,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x)
=,6,0.16502762,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x)
x gösterim kullan MAB3 fog fonksiyon tanım olabil,6,0.62294537,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),g)
eşitlik her,0,0.6376659,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x)
f ve g fonksiyon için sağla sağlana ve gerçek sayı tanım bir fonksiyon,4,0.5801563,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x)
g 1of 1)(x fo(goh))(x,6,0.16502762,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x)
gibi değin el et var,6,0.16502762,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x)
x gösterim kullan MAB3 fog fonksiyon tanım olabil,6,0.62292856,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),g)
gof)(x eşitlik her,0,0.6376659,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x)
f + g ve f g fonksiyon cebirsel ve grafik temsil oluştur ardından f g f + g f g,0,0.8916117,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x)
=,6,0.16502762,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x)
< g(x i fof)(x < fog)(x gibi öner,1,0.6345409,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x)
fonksiyon ile bileşke fonksiyon ilişki orta koy örnek incele Döngü kullanı,0,0.42194638,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),d)
kullan öğrenci için bireyselleştir öğren plan oluştur ve öğrenci,7,0.76399297,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),i)
Dörtgen kenar açı köşegen simetri ve al özellik ilişkin varsayım,6,0.9119687,2. TEMA: GEOMETRİK ŞEKİLLER,a)
Varsayım kullan dörtgen kenar açı köşegen simetri ve al özellik,6,0.91196847,2. TEMA: GEOMETRİK ŞEKİLLER,b)
Dörtgen kenar açı köşegen simetri ve al özellik ilişkin varsayım ile,6,0.9119687,2. TEMA: GEOMETRİK ŞEKİLLER,c)
Dörtgen kenar açı köşegen simetri ve al özellik ilişkin sun öner,6,0.774499,2. TEMA: GEOMETRİK ŞEKİLLER,d)
El et önerme üçgen açı benzer ve al özellik kullan is,3,0.36200732,2. TEMA: GEOMETRİK ŞEKİLLER,e)
İş koş ispat kullanışlı açı değerlen,3,0.82961684,2. TEMA: GEOMETRİK ŞEKİLLER,f)
Dörtgen özellik kullan özel dörtgen ara hiyerarşik veya ne,6,0.8965426,2. TEMA: GEOMETRİK ŞEKİLLER,a)
özel dörtgen ara hiyerarşik ilişki dair anlam bir bütün oluş,6,0.9233857,2. TEMA: GEOMETRİK ŞEKİLLER,b)
çokgen ayırt et için ölçüt belirle,4,0.83250606,2. TEMA: GEOMETRİK ŞEKİLLER,a)
çokgen belirle ölçüt göre ayrış,4,0.8681034,2. TEMA: GEOMETRİK ŞEKİLLER,b)
Ayrış çokgen tasnif et,4,0.77069193,2. TEMA: GEOMETRİK ŞEKİLLER,c)
Dışbükey çokgen kenar açı köşegen simetri ve al özellik dair varsayım,6,0.92339003,2. TEMA: GEOMETRİK ŞEKİLLER,a)
Varsayım kullan dışbükey çokgen kenar açı köşegen simetri ve al,6,0.9233902,2. TEMA: GEOMETRİK ŞEKİLLER,b)
Dışbükey çokgen kenar açı köşegen simetri ve al özellik ilişkin genel,6,0.92339015,2. TEMA: GEOMETRİK ŞEKİLLER,c)
Dışbükey çokgen kenar açı köşegen simetri ve al özellik ilişkin sun,6,0.91196805,2. TEMA: GEOMETRİK ŞEKİLLER,d)
çokgen içer problem parça nicelik şekil gibi belirle,5,0.9189333,2. TEMA: GEOMETRİK ŞEKİLLER,a)
Problemin parça ara ilişki belirle,7,0.87066513,2. TEMA: GEOMETRİK ŞEKİLLER,b)
Problemin bileşen ve ara ilişki bağla uygun ol matematiksel,1,0.90697247,2. TEMA: GEOMETRİK ŞEKİLLER,c)
Problemin çözüm için strateji geliş,7,0.64075154,2. TEMA: GEOMETRİK ŞEKİLLER,d)
Geliş strateji kullan problem çöze,7,0.7125,2. TEMA: GEOMETRİK ŞEKİLLER,e)
Çözüm kontrol et ve çözüme ulaştır strateji değiş,2,0.48902547,2. TEMA: GEOMETRİK ŞEKİLLER,f)
Problemin olası fark çözüm strateji incele problem çözüm ilişkin de,7,0.6476664,2. TEMA: GEOMETRİK ŞEKİLLER,g)
Ulaş çıkarım geçerli değerlen,3,0.60357904,2. TEMA: GEOMETRİK ŞEKİLLER,h)
",",6,0.16502762,2. TEMA: GEOMETRİK ŞEKİLLER,e)
iş koş,6,0.16502762,2. TEMA: GEOMETRİK ŞEKİLLER,i)
ol ifade et iste Önermelerin değerlendir süreç öğrenci sun,6,0.91196287,2. TEMA: GEOMETRİK ŞEKİLLER,i)
ve al dörtgen alan,6,0.41250092,2. TEMA: GEOMETRİK ŞEKİLLER,i)
özellik ilişkin çıkarım bulun sağla bu yan sıra öğrenci dört,5,0.90684515,2. TEMA: GEOMETRİK ŞEKİLLER,i)
kullan dörtgen ilişkin başka çıkarım Paralelkenarın,6,0.65253025,2. TEMA: GEOMETRİK ŞEKİLLER,i)
vurgulan,6,0.16502762,2. TEMA: GEOMETRİK ŞEKİLLER,i)
ve,6,0.16502762,2. TEMA: GEOMETRİK ŞEKİLLER,i)
ol ifade et iste Önermelerin değerlendir süreç öğrenci sun,6,0.91196334,2. TEMA: GEOMETRİK ŞEKİLLER,i)
ilgili yeni fikir geliştir,3,0.8657991,2. TEMA: GEOMETRİK ŞEKİLLER,i)
öğrenci beraber belirle ve gerekçelendir Öğrenci grup çalış,7,0.6056845,2. TEMA: GEOMETRİK ŞEKİLLER,i)
sağla Öğrenci fark kültür ve Türk,1,0.44247466,2. TEMA: GEOMETRİK ŞEKİLLER,i)
ol ifade et,0,0.63765264,2. TEMA: GEOMETRİK ŞEKİLLER,i)
kullan eser incele bu eser yapım kullan düzgü çokgen nasıl,6,0.68462896,2. TEMA: GEOMETRİK ŞEKİLLER,i)
yap sağla süreç iş koş Öğrenci düzgün beşgen düz,5,0.8315178,2. TEMA: GEOMETRİK ŞEKİLLER,i)
özellik iliş,1,0.6345254,2. TEMA: GEOMETRİK ŞEKİLLER,i)
ve bu parça ara ilişki belirle sağla,3,0.6194562,2. TEMA: GEOMETRİK ŞEKİLLER,i)
çıkarım matematiksel örnek destekle değerlendir yap,3,0.51798666,2. TEMA: GEOMETRİK ŞEKİLLER,i)
hakk,6,0.16502762,2. TEMA: GEOMETRİK ŞEKİLLER,i)
altın,6,0.16502762,2. TEMA: GEOMETRİK ŞEKİLLER,i)
iki nicel değişken veri dayalı istatistiksel araştır gerek gerçek yaşam du,5,0.6118284,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,a)
Bağlam içeri iki nicel değişken ara ilişkili odaklan araştır so,5,0.7100693,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,b)
iki nicel değişken veri topla el et için plan yap,7,0.89333636,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,c)
araştır soru bağlam topla el et iki nicel değişken veri ana,7,0.92101514,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,d)
araştır soru bağlam topla el et veri belirle araç ana,7,0.9210145,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,e)
iki nicel değişken veri dağılım dayalı istatistiksel araştır el et,5,0.6851686,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,f)
iki nicel değişken veri dağılım dayalı istatistiksel araştır el et,5,0.68531454,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,g)
başka taraf oluş iki nicel değişken veri ilişkili dayalı ista,7,0.9300791,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,a)
başka taraf oluş iki nicel değişken veri ilişkili dayalı ista,7,0.9300791,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,b)
başka taraf oluş iki nicel değişken veri ilişkili dayalı ista,7,0.930079,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,c)
Öğrenme çıktı çalış kâğıd kontrol liste ve kavram harita performans görev ile,7,0.93728703,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,e)
ara bir iliş,1,0.63452524,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,h)
belirle oluştur veri topla ve,7,0.8706742,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i)
odaklan sağla,5,0.7692869,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i)
ve güc ilişki yok zayıf orta güç ilişkin yo,1,0.5358213,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,f)
yoğunluk etkiley,6,0.16502762,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i)
kullana,6,0.16502762,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i)
ve sayısal değer korelasyon katsayı ara tutarlı,4,0.56233096,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i)
faydalan bu süreç,1,0.4052397,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i)
hareket araştır soru oluştur veri,7,0.61959624,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i)
sun ve öğrenci bu ilişkin değerlendir yap iste,6,0.87456197,3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i)
sayı örüntü ardışık terim belirle,6,0.7174808,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),a)
Ardışık terim ara ortak fark oran çarpan ilişki belirle,6,0.8094538,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),b)
sayı örüntü her bir terim belirle ortak fark oran kullan ifade et,6,0.9391717,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),c)
Aritmetik geometrik dizi son toplam ilişkin varsayım bulun,6,0.9233904,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),d)
Varsayım yararlan aritmetik geometrik dizi son toplam ile ilgi,6,0.92338854,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),e)
Aritmetik geometrik dizi son toplam ilişkin genelle ile varsayım,6,0.9233907,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),f)
El et genelleme aritmetik geometrik dizi son toplam ilişkin,6,0.91196823,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),g)
Aritmetik ve geometrik dizi son toplam ilişkin el et önerme,6,0.7821964,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),h)
gerçek sayı dizi ve gerçek sayı tanım fonksiyon özellik belirle,5,0.59512144,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),a)
gerçek sayı dizi ve gerçek sayı tanım fonksiyon özellik ilişkin,5,0.61325145,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),b)
gerçek sayı dizi ve gerçek sayı tanım fonksiyon özellik ilişkin,5,0.61327493,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),c)
an,6,0.16502762,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),e)
incele,2,0.6300975,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),i)
geometrik dizi ilk n terim toplam Sn = a1,6,0.87456495,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),n)
iş koşul değerlendir,6,0.78188384,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),i)
ve iteratif yineleme dizi ile bu dizi algorit ve ak,5,0.831483,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),i)
geometrik dizi ilk n terim toplam Sn = a1,6,0.87456495,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),n)
iş koşul değerlendir,6,0.78188455,1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),i)
KAVRAMSAL,2,0.6301018,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),a)
bir fonksiyon belirli bir nokta civar veya sonsuz ki davran grafik üze,1,0.65556836,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),a)
Grafik el et bilgi tablo veya sözel temsil yol yaklaş fikir ula,0,0.9077649,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),b)
bir fonksiyon belirli bir nokta civar veya sonsuz ki limit sözel ol ye,1,0.91904885,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),c)
bir fonksiyon tablo grafik ve cebirsel temsil Üzer belirli bir nokta civar,0,0.5548147,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),a)
bir fonksiyon belirli bir nokta civar veya sonsuz al değer ara,1,0.9069781,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),b)
bir fonksiyon belirli bir nokta civar veya sonsuz al değer ara,1,0.90697837,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),c)
fark fonksiyon ve bu fonksiyon yap işlem belirli bir nokta veya,1,0.58958095,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),d)
Varsayım dayalı örüntü genel,6,0.8745647,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),e)
Genelle varsayım karşıla karşıla kontrol et,6,0.8965432,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),f)
Genelle öner ol ifade et,1,0.83167964,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),g)
bir fonksiyon bir nokta limit belirsiz durum grafik veya tablo kullan,2,0.61945903,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),a)
incele fonksiyon cebirsel ifade belirsiz durum orta kaldır şe,1,0.39664173,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),b)
Hesapla limit değer dönüştür fonksiyon ile başlangıç fonksiyon gra,4,0.5030284,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),c)
Fonksiyonların tanım ol bir nokta değer ile o nokta limit incele,4,0.6076665,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),a)
Fonksiyonların tanım ol bir nokta değer ile o nokta limit sürekli,4,0.9194676,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),b)
Fonksiyonların tanım ol bir nokta sürekli o nokta değer limit,4,0.9194676,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),c)
ve Fonksiyon Sürekli,4,0.7707247,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),i)
Öğrenme çıktı çalış kâğıd performans görev ve araştır ödev ile değerlendiril,7,0.9372892,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),e)
Üzer limit fikir duy ihtiyaç vurgula bu saye ilk defa,2,0.865847,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),i)
dizi terim yazıl ardışık iki terim ara oran elekt,6,0.70961034,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),i)
0 doğru bu fonksiyon yatay asimptot ol belirle,2,0.30520752,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x)
incele belirli bir t zaman civar al değer belirle El et değer,4,0.4607003,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),t)
sun çok uzun yıl sonra nüfus en fazla ne kadar ol matematik yazılım,0,0.86858857,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x)
ve karl,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),i)
gibi matematik çalış incele,2,0.8296544,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),s)
lim f x,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x)
sonuc ulaş x = 0 dış nokta bu eşitlik,1,0.319653,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x)
π,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x)
0 nokta limit ol,2,0.76673794,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x)
teorem ve uç değer teo,6,0.41256762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),o)
fonksiyon x,0,0.6376636,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x)
=,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x)
0 nokta limit,2,0.766738,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x)
k m ol göster 0 0 belirsizlik yan sıra 1 belirsiz limit al,2,0.37718168,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x)
cotx,2,0.6300986,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x)
f(x,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x)
tanx f(x,5,0.6341368,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x)
kullan,6,0.65412474,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),i)
bir fonksiyon belirli bir nokta civar değişim oran ile ilgi bileşen fonksi,1,0.76822066,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a)
belirle,7,0.64337164,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),i)
bir fonksiyon belirli bir nokta civar değişim oran ile ilgi bileşen ara,1,0.92834127,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),b)
bir fonksiyon belirli bir nokta civar değişim oran tablo grafik ve limit gös,1,0.64814097,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),c)
uygun koşul tanım fonksiyon f(x,4,0.6606801,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),d)
xn n,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
=,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
Varsayım dayalı örüntü genel,6,0.8745647,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),e)
Genelle varsayım karşıla karşıla kontrol et,6,0.8965432,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),f)
Genelle öner ol ifade et,1,0.83167964,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),g)
Fonksiyonun bir nokta türev limit gösterim faydalan ispat,1,0.9069736,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),h)
Fonksiyonlar ve türev limit tanım ile ilgi önce bilgi yarar bir,4,0.91945344,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a)
Varsayım yararlan fark durum ilgili örüntü listele bir fonk,6,0.9321877,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),b)
bir fonksiyon herhangi bir nokta hangi durum türev ol iliş,1,0.91904646,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),c)
bir fonksiyon herhangi bir nokta hangi durum türev ol iliş,1,0.91904646,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),d)
Fonksiyonların toplam fark çarpım bölüm ve bileşke türev ilişkin var,1,0.6969378,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a)
Varsayım dayalı örüntü genel,6,0.8745647,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),b)
Genelle varsayım karşıla karşıla kontrol et,6,0.8965432,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),c)
Öner fark problem durum değerlen,1,0.89064753,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),d)
iki fonksiyon toplam fark çarpım ve bölüm bir nokta türev dair ku,1,0.9283282,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),e)
İspatını kullanışlı açı değerlen,3,0.76668036,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),f)
f'(x f x,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),e)
',6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a)
şekil,4,0.6363994,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a)
y ol üzere,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
eşitlik kullan el et dy,6,0.40948537,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
dx,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
şekil tanım fonksiyon,4,0.83257073,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),t)
lim,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
h,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
lim,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a)
x a,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a)
şekil göster,4,0.77072185,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
uygun koşul f(x,4,0.40993115,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
çok yakın nokta alın bu fonksiyon x,1,0.8674533,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
=,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
h,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
ve Newton gibi bilim insan türev ile ilgi,4,0.77071655,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),z)
hareket f(x,5,0.6341378,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
şekil tanım,4,0.77072304,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
=,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
xn i,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
x a,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a)
ile sağ türev f + a eşit,2,0.7667163,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a)
şekil tanım fonksiyon grafik temsil,0,0.4919727,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
x,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
incele bu fonksiyon x,0,0.41443875,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
x2 ve g(x,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
MAT 12. 2. 7,6,0.16502762,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
x şekil tanım fonk,4,0.8325607,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
türev limit tanım el et bura hareket fonksiyon toplam ve fark işlem,4,0.7249404,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
ne ilişkin ol f ve g fonksiyon bağ yeni bir kural el et gerekli ifade et,0,0.39301822,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
x2 fonksiyon bileşke şekil yaz Türev limit,4,0.57883424,2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x)
