section,item,text,curriculum_type,curriculum_name
2. TEMA: MANTIKSAL ÇIKARIM,i),"veya tablo ile gösterildiği (haftalık ders programları gibi), gruplandırıldığı (ülkemizde-",2024-style,math_curriculum_2024
2. TEMA: MANTIKSAL ÇIKARIM,i),örneklere yer verilir. Bu,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,a),Sonlu sayı örüntülerinin terimleri arasındaki ilişkileri gözlemler.,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,b),Sonlu sayı örüntülerinin terimleri arasındaki örüntüleri belirler.,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,c),Belirlediği ilişkileri sözel ve cebirsel olarak geneller.,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,a),Şifreli metinlerdeki ilişkileri gözlemler.,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,b),Şifreli metinlerdeki örüntüleri belirler.,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,c),Belirlediği örüntüleri sözel ve cebirsel olarak geneller.,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,a),Farklı şifreleme yöntemlerini inceler.,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,b),İncelediği şifreleme yöntemlerinin niteliklerini tespit eder.,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,c),Benzerliklerden çıkarım yaparak yeni şifreler oluşturur.,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,e),"Öğrenme çıktıları; çalışma kâğıdı, performans görevi, öz ve akran değerlendirme formları",2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),karşılık gelen,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),örüntü içeren farklı durumlarla karşılaşılabildiğini fark etmeleri sağlanır.,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),hakkında çıkarımda bulunmaları için öğrencilere fırsat,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),"sınıf içi tartışma yapılır (D19.4, E1.1).",2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,e),problemlerinin çözümleriyle ilgili sınıf içi tartışma  yapılır. Öğ-,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),tespit edilir. Bu süreçte sınıf,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),incelemeleri istenir. Bu araçlarda ve,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,a),KAVRAMSAL,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,t),ve tri-,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,a),Dik üçgende trigonometrik oranlar ve trigonometrik özdeşliklerle  ilgili varsayım-,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,b),Trigonometrik oranlar ve trigonometrik özdeşliklerle ilgili örüntüleri geneller.,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,c),Trigonometrik oranlar ve trigonometrik özdeşliklerle ilgili elde ettiği genellemelerini,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,d),Ulaştığı trigonometrik oranları ve trigonometrik özdeşlikleri problemler bağlamında,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,a),"Üçgende iç ve dış açıortayların, kenarortayların, kenar orta dikmelerin ve yükseklik-",2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,b),Farklı üçgen örneklerini inceleyerek varsayımlarına ilişkin örüntüleri geneller.,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,c),Üçgenin yardımcı elemanlarıyla ilgili genellemelerini varsayımlarıyla karşılaştırır.,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,d),Üçgenin yardımcı elemanlarıyla  ilgili önermeleri problemler bağlamında değerlen-,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,a),Üçgenin bir kenarı ve o kenara ait yüksekliğindeki değişimin üçgenin alanındaki de-,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,b),Farklı üçgenlerdeki gözlemlerinden yararlanarak varsayımlarına yönelik örüntüleri,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,c),Genellemelerini varsayımlarıyla karşılaştırır.,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,d),Önermeleri gerçek yaşam problemleri bağlamında değerlendirir.,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,a),Üçgende sinüs ve kosinüs teoremlerine ilişkin farklı doğrulama veya ispatları kul-,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,b),Yapılan doğrulama veya ispatları yeni durumlara uyarlayarak değerlendirir.,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,e),"Öğrenme çıktıları, çalışma kâğıdı ve performans görevi ile değerlendirilebilir.",2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,e),"Öğrencilere  trigonometrik  oranlar,  trigonometrik  özdeşlikler,  sinüs  ve  kosinüs  teoremleri",2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,i),benzer dik üçgen-,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,u),düzenlendiği bir tabloya yer verilir. Öğrencilerden tab-,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,i),ve farklı yöntemlerle (kâğıt katlama,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,i),"açıortayla ilgili hatırlatmalar yapılır (MAB5, OB2). Daha sonra bu açıyı oluşturan",2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,i),ile farklı yöntemler (kâğıt,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,i),"kullanmaları  sağlanarak  hatırlatmalar  yapılır    (MAB5,  D3.4).  Benzer",2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,i),ile farklı yöntemler (kâğıt,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,i),kullanarak bir üçgenin herhangi iki kenarına ait yüksekliklerini inşa et-,2024-style,math_curriculum_2024
4. TEMA: GEOMETRİK ŞEKİLLER,y),üçgeni hakkında araştırma yapmaları istenir. Herhangi bir açının pergel ve ölçüsüz,2024-style,math_curriculum_2024
5. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,a),Başkaları tarafından oluşturulan istatistiksel sonuç veya yorumlara yönelik istatis-,2024-style,math_curriculum_2024
5. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,b),Başkaları tarafından oluşturulan istatistiksel sonuç veya yorumlara yönelik hataları,2024-style,math_curriculum_2024
5. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,c),Başkaları tarafından oluşturulan istatistiksel sonuç veya yorumları çürütür ya da,2024-style,math_curriculum_2024
5. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,e),ÖĞRENME-ÖĞRETME,2024-style,math_curriculum_2024
5. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,a),dair  eleştirel  sorular  sorulur.  Bu  bileşenlerde  olabilecek,2024-style,math_curriculum_2024
5. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),seçilerek öğrencilerin günlük hayatta karşıla-,2024-style,math_curriculum_2024
5. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),ilişkin,2024-style,math_curriculum_2024
5. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),dağılımları incelemeleri istenir.,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,a),KAVRAMSAL,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,a),Bir doğal sayının asal çarpanları ve bölenleri hakkında varsayımlarda bulunur.,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,b),Farklı örneklerden elde ettiği örüntüleri listeleyerek bir doğal sayının asal çarpanla-,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,c),Oluşturduğu genellemelerin varsayımlarını karşılayıp karşılamadığını örneklerle sı-,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,d),Elde ettiği önermelerin gerçek yaşam durumları içeren problemlerdeki kullanışlılı-,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,a),Birden çok doğal sayının ortak bölenleriyle bunların en büyüğü ve ortak katlarıyla,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,b),Farklı örneklerden elde ettiği örüntüleri listeleyerek varsayımlarına yönelik örün-,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,c),Oluşturduğu genellemelerin varsayımlarını karşılayıp karşılamadığını örneklerle sı-,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,d),Sunduğu önermelerin gerçek yaşam durumları içeren problemlerdeki katkısını de-,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,e),Elde ettiği önermeler ile ilgili matematiksel doğrulama yöntemlerini seçer ve kul-,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,f),Elde ettiği önermelere ilişkin işe koştuğu matematiksel doğrulamayı  kullanışlılığı,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,a),"2, 3, 4, 5, 6, 9 ve 10 ile bölünebilme özelliklerinden hareketle bir doğal sayının 2, 3, 4,",2024-style,math_curriculum_2024
1. TEMA: SAYILAR,b),Aynı sayı ile bölme işleminden elde edilecek kalanlara ilişkin farklı örneklerle ilgili,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,c),Oluşturduğu genellemenin kendi varsayımını karşılayıp karşılamadığını örneklerle,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,d),Ulaştığı önermelerin katkısını bu sayıların en küçük ortak katlarından oluşan sayıla-,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,e),Önermelere ilişkin matematiksel doğrulama yöntemlerini seçer ve kullanır.,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,f),Önermelere ilişkin işe koştuğu matematiksel doğrulama yöntemini kullanışlılığı açı-,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,e),"Öğrenme çıktıları; çalışma kâğıdı, açık uçlu sorular ve performans görevi ile değerlendi-",2024-style,math_curriculum_2024
1. TEMA: SAYILAR,i),değerlendirildiği uygulamalara yer verilir. Ayrıca bu önermelerin değerlendirilmesinde,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,i),EBOB ve EKOK özelliklerini gösteren posterler hazırlamaları iste-,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,i),içeren,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,i),bölünebilmesine  dair  değerlendirmeler,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,i),inceleyecekleri  araştırma  ödevleri  verilebilir.  Böylece,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,r),asallığı üzerinde denemeleri,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,h),"sanısı gibi] veya asal sayıların özellikleri hakkında [ikiz asallar, Fermat (Feğma)",2024-style,math_curriculum_2024
1. TEMA: SAYILAR,n),asalları  gibi]  araştırmalar  yapmaları  istenir.  Bu  araştırma,2024-style,math_curriculum_2024
1. TEMA: SAYILAR,s),çalışmaları incelenir.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),siyondan  hareketle  doğrusal  fonksiyonların  nitel  özellikleri  hakkında  muhakeme  yapa-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),özellikleri ile bu fonksiyondan türetilen g(x),2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,r),"± k, (a, r, k",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,a),"Doğrusal  referans  fonksiyonun  nitel  özelliklerini  (tanım  kümesi,  görüntü  kümesi,",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),matematiksel temsilleri kullanarak belirler.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,b),Doğrusal referans fonksiyonun nitel özellikleri ile matematiksel temsilleri arasında-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,c),Doğrusal referans fonksiyonu grafik veya cebirsel temsili üzerinde yapılan işlemler-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,d),Doğrusal referans fonksiyonun nitel özelliklerinden hareketle diğer doğrusal fonksi-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,e),Varsayımlarına dayalı olarak doğrusal fonksiyonların nitel özelliklerine ilişkin örün-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,l),geneller.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,f),Genellemelerinin varsayımlarını karşılayıp karşılamadığını kontrol eder.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,g),Genellemelerinden elde ettiği önermeleri uygun sözel veya sembolik dil ile sunar.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,h),Önermelerini grafiksel olarak doğrular veya cebirsel olarak ispatlar.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),0) şeklinde tanımlı mutlak,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,a),Gerçek sayılarda f(x),2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),x,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),= ±,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),± c,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,b),Gözlemlerinden yola çıkarak gerçek sayılarda,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),±,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,c),Tespit ettiği nitel özelliklerinden hareketle gerçek sayılarda,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),parçalı gösterimine yönelik çıkarımlarda bulunur.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,a),Doğrusal fonksiyonlarla ifade edilebilen denklem ve eşitsizliklere ilişkin bileşenleri,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),belirler.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,b),Doğrusal fonksiyonlarla ifade edilebilen denklem ve eşitsizliklere ilişkin matematik-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,c),Doğrusal fonksiyonlarla ifade edilebilen denklem ve eşitsizliklerin problem bağla-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,d),Elde  ettiği  ve  yorumladığı  farklı  temsillere  dayalı  olarak  problemin  çözümü  için  strateji,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,e),Belirlediği stratejiyi kullanarak problemi çözer.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,f),Elde ettiği çözümü uygun yöntemleri seçerek doğrular.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,g),Problemin olası  çözüm stratejilerini gözden geçirir.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,h),"Çıkarımlarının geçerliliğini sözel, cebirsel ve grafiksel argümanlarla değerlendirir.",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),"= x,  f (x) = ax ± b, f (x) =",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),= ±,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,e),ℝ,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),arasındaki ilişkilere dayalı olarak,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),"a ∙ f(x ± r) ± k,",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),0) şeklinde tanımlı doğrusal fonksiyonların grafik ve cebirsel temsiline ulaşma-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),0)  şeklinde  tanımlı,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),"ax  +  b  (a,  b",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),doğrusal fonksiyonda a > 0 veya a < 0 olması durumunun fonksiyonun artanlığı-azalanlığı,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),"x1,",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,k),ispatlar  yapıldıktan  sonra,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),şeklinde tanımlı fonksiyonun grafik temsili incelenir.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),±,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),fonksiyonunun,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),mutlak değer fonksiyonunun cebirsel ve grafiksel ilişkileri incelenir. Burada fonksiyonların,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),±,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),temsili arasındaki ilişki gözlemlenir. Yapılan inceleme ve gözlemler sonucu fonksiyona ait nitel,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),bir cebirsel temsili olarak parçalı gösterimine dair çıkarımlar (iki farklı doğrusal fonksiyonun,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),yapmaları beklenir (MAB3).,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),±,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),f(x),2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),f(x),2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),"> k,",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),=,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),"< 0, f(x) > 0,",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),"≤ g(x), f(x) ≥ g(x), f(x)",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),MAT.9.2.3,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),"≥ g(x),",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),likler; cebirsel veya grafik olarak elde edilir. Bu denklem ve eşitsizliklerin matematiksel bileşen-,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),",",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),< 0 eşitsizliğinin çözüm aralığı,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),< 0 şeklindeki bir eşitsizliğin,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),< g(x) şeklindeki eşitsizliklerin özel bir hâli (g(x),2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),geliştirilebilir (D16.2).,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),farklı uygulamalar yaptırılır.,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),= ± |ax ± b| ± c,2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),"= ax ± b (a, b∈",2024-style,math_curriculum_2024
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),kullanılır.,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,a),Algoritmik yaklaşımla ele alınabilecek bir problemdeki işlem ve süreçlere yönelik bi-,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,b),"Problem durumlarında temsillerle (liste, tablo, çizge, akış şeması, algoritmik doğal",2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),matematiksel yapılar arasındaki ilişkileri belirler.,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,c),"Problem durumlarındaki sözel, görsel veya cebirsel ifadeleri algoritmik dile dönüş-",2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,d),Karşılaşılan problem durumlarında algoritma temelli bir çözüm stratejisi oluşturur.,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,e),Karşılaşılan problem durumlarında seçtiği algoritma temelli çözüm stratejisini kul-,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,f),Karşılaşılan problem durumlarında seçtiği algoritma temelli çözüm stratejisini kont-,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,g),Algoritma temelli çözülebilen problemlerin  olası çözüm stratejilerini gözden geçirir.,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,h),Algoritma temelli çözülebilen problemlerde çözüme ulaştıran stratejilere yönelik çı-,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,a),Algoritmik yapılar içerisinde kullanılan mantık bağlaçlarını ve niceleyicileri belirler.,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,b),Algoritmik yapılar ile mantık bağlaçları ve niceleyiciler arasındaki ilişkileri belirler.,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,a),Karşılaştığı algoritmalardaki mantık bağlaçları ve niceleyicilerin kullanımını gözden,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,b),"Matematiksel problem çözme, doğrulama ve ispat süreçlerinde mantık bağlaçları ve",2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,c),Mantık bağlaçları ve niceleyicilerin matematiksel dil ve sembolizmin yalınlık ve kesin-,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,e),"Öğrenme çıktıları; çalışma kâğıdı, performans görevi ve araştırma ödevi ile değerlen-",2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),çözümlenmesine ve bu kodlamalarla ilgili akış şemaları oluşturulması-,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,d),ifade edebildiği kabul edilmektedir.,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),arkasında yatan matematiği fark etmeleri,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,r),Kö-,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,k),köprüsü problemi tarihî bağlamı ile birlikte tanıtılarak öğrencilerin,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),ülkemizin gelişmesinin önemi vurgulanır.,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),"doğal sayı problemleri, asal çarpanlara ayırma, verilen iki sayı-",2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),ele alınır.,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,y),"dönüştürülmesi bir şifreleme örneği olarak ele alınır (E1.1, E3.11). Çizge ku-",2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),ve düğüm (nokta) açıklandıktan sonra (çizge,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,n),öğrencilerin,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,d),problem durumlarında na-,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),algoritmasını  yazma  (doğal  dil  ya  da  akış  şeması)    veya  verilen  bir  algoritma-,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),çözümlenmesine yönelik araştırma,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,k),tekrar çözülür ve önceki adımda elde edilen çözümün doğruluğu kontrol edilir. Mate-,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),geçen,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,e),"ve niceleyicilerin (her, bazı) anlamları de-",2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,d),oluşturularak belirlenir  (OB4). Öğrencilere algoritmik yapılar içindeki,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),alınarak bu önermenin doğru-,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,f),algoritma örnekleri Öklid algoritması ile ilişkilendirilerek öğrencilerden benzer,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),sağladığı avantajlara yönelik araştırma yapmaları ve sonuçlarını,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),hareketle,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,n),turu ve gezgin satıcı,2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,y),"kod oluşturmada, bunları çözümlemeyi gerektiren problemlerde öğren-",2024-style,math_curriculum_2024
3. TEMA: ALGORİTMA VE BİLİŞİM,i),kullanılır.,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,a),"Mevcut bilgisi dâhilinde geometrik dönüşümlerin (yansıma, öteleme, dönme) özel-",2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,b),İncelediği örnekler üzerinden dönüşümlerin özelliklerine ve şekillerin dönüşümler,2024-style,math_curriculum_2024
5. TEMA: EŞLİK VE BENZERLİK,c),Dönüşümlerin özellikleri ve şekillerin dönüşümler altındaki görüntüsüne  ilişkin var-,2024-style,math_curriculum_2024
