section,item,text,ai_relevance_score,classification
5. TEMA: ANALİTİK İNCELEME,d),Önermeleri gerçek yaşam problemleri bağlamında değerlendirir.,0,Low AI Relevance
5. TEMA: ANALİTİK İNCELEME,a),"Dik koordinat sistemini doğrunun eğim açısını, eğimini ve doğruların birbirlerine",0,Low AI Relevance
5. TEMA: ANALİTİK İNCELEME,b),"Karşılaştığı problem durumlarında dik koordinat sistemini doğrunun eğim açısını,",1,Medium AI Relevance
5. TEMA: ANALİTİK İNCELEME,c),"Dik koordinat sistemini doğrunun eğim açısını, eğimini ve doğruların birbirlerine",0,Low AI Relevance
5. TEMA: ANALİTİK İNCELEME,e),"|AB|, A",0,Low AI Relevance
5. TEMA: ANALİTİK İNCELEME,t),ve Fermat nın analitik geometriyle ilgili çalışmaları tanı-,0,Low AI Relevance
5. TEMA: ANALİTİK İNCELEME,k),analitik olarak hesaplanıp gerçek uzaklıkla karşılaştırılarak dijital okuryazarlık,2,Medium AI Relevance
5. TEMA: ANALİTİK İNCELEME,t),ve Fermat nın analitik geometriyle ilgili çalışmaları tanı-,0,Low AI Relevance
5. TEMA: ANALİTİK İNCELEME,a),be-,0,Low AI Relevance
5. TEMA: ANALİTİK İNCELEME,i),sahip iki doğru arasındaki,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),x),f (x),0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),x),x,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),x),tanx,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),x),,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),r),(,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),a),"Trigonometrik referans fonksiyonların nitel özelliklerini (tanım kümesi, görüntü kü-",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),u),matematiksel temsilleri kullanarak belirler.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),b),Trigonometrik referans fonksiyonların nitel özellikleri ile matematiksel temsilleri,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),c),Trigonometrik referans fonksiyonları grafik ve cebirsel temsili üzerinde yapılan iş-,1,Medium AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),d),Trigonometrik referans fonksiyonlardan türetilen fonksiyonların nitel özelliklerine,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),e),Varsayımlarından yararlanıp farklı durumlarla ilgili örüntüleri listeleyerek türetilen,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),f),Genellemelerinin varsayımlarını karşılayıp karşılamadığını kontrol eder.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),g),Genellemelerinden elde ettiği önermeleri uygun sözel veya cebirsel dil ile sunar.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),h),Önermelerini grafiksel olarak doğrular veya cebirsel olarak ispatlar.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),a),Trigonometrik fonksiyonlarla ifade edilebilen denklemlere ilişkin matematiksel bi-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),i),belirler.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),b),Trigonometrik fonksiyonlarla ifade edilebilen denklemlere ilişkin matematiksel bile-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),c),Trigonometrik fonksiyonlarla ifade edilebilen denklemlerin problem bağlamındaki,1,Medium AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),d),Elde ettiği ve yorumladığı farklı temsillere dayalı olarak problemin çözümü için stra-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),e),Belirlediği stratejiyi kullanır.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),f),Elde ettiği çözümü farklı yöntemleri kullanarak doğrular.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),g),Problemin olası çözüm stratejilerini gözden geçirir.,1,Medium AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),h),"Çıkarımlarının geçerliliğini sözel, cebirsel ve grafiksel argümanlarla değerlendirir.",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),e),"2π, 360, sinx, cosx, cotx, T, tanx",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),i),"araştırma ödevi verilebilir. Verilen ödev; hazırlık, içerik ve sunum süreçlerini",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),y),noktası kullanılarak,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),x),"sinx/cosx, cotx",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),x),"gerçek sayılarda tanımlı olduğunu ve bu fonksiyonların görüntü kümesinin [-1, 1] olduğunu",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),x),keşfetmelerine yönelik çalışmalar yapılır. f(x),0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),r),", k",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),x),"cebirsel temsillerle ifade edilir (E3. 6, E3. 7). Bu dönüşümler elde edilip yorumlanırken ma-",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),n),"hareket yasaları, sabit ivmeli",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),x),gibi önermelere ilişkin ilgili fonksiyonun,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),r),k   f (mx,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),x),"0, m",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),x),h(x) gibi eşitliklerle trigonometrik denklemlerin,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),x),,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),l),dönüşüm yapılır. Bu temsiller arasındaki geçişlerin gösterilebilmesi,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),i),kulla-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),i),kullanılır.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),a),KAVRAMSAL,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),a),Gerçek sayılarda tanımlı doğrusal ve karesel fonksiyonlarla,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x),an xn + an-1 xn-1+. . . +a1 x + a0 (n,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),b),Gözlemlerinden yola çıkarak gerçek sayılarda tanımlı doğrusal ve karesel fonk-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x),formundaki polinom fonksiyonların tanım ve değer kümesi ile işlem özelliklerinin,1,Medium AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),c),Tespit ettiği özelliklerden hareketle gerçek sayılarda tanımlı doğrusal ve karesel,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x),siyonların aynı aileden olduğuna ve benzer nitel özelliklere sahip olabileceklerine,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),a),Gerçek katsayılı tek değişkenli polinom fonksiyonların nitel özelliklerine (tanım kü-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),i),"mesi, görüntü kümesi, derecesi, bire birliği, örtenliği, işareti, sıfırları, tekliği",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),b),Gerçek katsayılı tek değişkenli polinom fonksiyonların nitel özelliklerine dair varsa-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),c),Gerçek katsayılı tek değişkenli polinom fonksiyonların nitel özelliklerine dair genel-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),d),Gerçek katsayılı tek değişkenli polinom fonksiyonların nitel özelliklerine dair öner-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),a),Polinom ve rasyonel fonksiyonlarla ifade edilebilen denklem ve eşitsizlikleri içeren,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),b),Oluşturduğu stratejiyi kullanarak problemi çözer.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),c),Problemin çözümünü kontrol eder.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),d),Problemin olası çözüm stratejilerinin farklı problem durumlarında kullanımı ile ilgili,2,Medium AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),e),"Çıkarımlarının geçerliliğini sözel, cebirsel ve grafiksel argümanlarla değerlendirir.",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),e),"Öğrenme çıktıları; çalışma kâğıdı, performans görevi, proje ödevi, açık uçlu sorular ve araş-",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x),"polinom olarak adlandırıldığı belirtilerek polinomun derecesi, başkatsayısı, sabit terimi tanı-",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),i),matematik yazılımıyla oluşturu-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x),lan grafik ve cebirsel temsillerini inceleyerek bu fonksiyonların teklik veya çiftlik durumlarına,1,Medium AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x),"x3 + 3x, p(x)",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),m),için p(x),0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x),"polinom fonksiyonunun sıfırları k, m (k, m",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x),polinom fonksiyonunun sıfırları,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),k),) iken a > 0,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),a),"polinom fonksiyonunun sıfırları k + a, m + a olur. gibi önermeler elde edilir",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),a),uygulamayı hedefleyen projesi incelenir (OB5). Polinom fonksiyonların tarihî gelişiminin,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x),< g(x) gibi polinom veya rasyonel fonksiyon içeren,1,Medium AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x),f(x) - g(x) fonksiyonunun işaretini birinci dereceden çar-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x),rın hangi ardışık tam sayılar arasında olacağına dair çıkarımda bulunmaları fonksiyonların,1,Medium AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),t),formülle-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x),rine yönelik araştırma ödevi verilebilir. Öğrencilerden araştırma sonucunda ulaşılan verileri,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),r),yöntemine yer verilir. Bir kökü tahmin,1,Medium AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x),x4 fonksi-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x),x2+1,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x),x-1,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),x),=,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (2),i),kullanılır. Öğrenciler için bireyselleştirilmiş öğrenme planları oluşturulur ve po-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),e),-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),a),İki veya daha fazla fonksiyonun bileşkesinden oluşan bir fonksiyonun bileşenlerini,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),i),belirler.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),b),İki veya daha fazla fonksiyonun bileşkesinden oluşan bir fonksiyonun bileşenleri ara-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),c),İki veya daha fazla fonksiyonun bileşkesiyle elde ettiği fonksiyonları sembolik bir dile,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),d),"Bileşke fonksiyonlara ve bu fonksiyonların nitel özelliklerine (işareti, artanlığı-azalan-",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),i),ilişkin,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),e),Varsayımlarına dayalı olarak bileşke fonksiyonlara ve bileşke fonksiyonların nitel özel-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),f),Genellemelerinin varsayımlarını karşılayıp karşılamadığını kontrol eder.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),g),Genellemelerinden elde ettiği önermeleri matematiksel olarak doğrulayabileceği,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),h),Önermelerini grafiksel olarak doğrular veya cebirsel olarak ispatlar.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),a),Fonksiyonlarda dört işlemin yapılabilme koşullarını inceler.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),b),Fonksiyonlarda dört işlemi uygun cebirsel veya grafik temsillerle ifade eder.,1,Medium AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),c),Fonksiyonlarda dört işlem özelliklerini dönüştürdüğü fonksiyonlar bağlamında sözel,1,Medium AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),e),"(f   g) (x), f (g (x)), ( f+g) (x), (f-g) (x), (f. g) (x), (f/g) (x)",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x),f (x) - 2 olmasından yola çıkılarak f fonk-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x),(x-2)2 şeklinde tanımlı fonksiyondan hareketle,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x),(h(x))2 şeklinde tanımlı fonksi-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x),yona dönüşüm üzerinde durulur. Bu bağlamda dönüşüm sonucu oluşan fonksiyonun birden,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x),=,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),g),(x) gösterimleri kullanılır (MAB3). fog fonksiyonunun tanımlı olabil-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x),eşitliğinin her,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x),f ve g fonksiyonu için sağlanıp sağlanamayacağına ve gerçek sayılarda tanımlı bir fonksiyon,1,Medium AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x),"(g-1of-1)(x), (fo(goh))(x)",0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x),gibi] değinilmez. Elde edilen var-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),g),(x) gösterimleri kullanılır (MAB3). fog fonksiyonunun tanımlı olabil-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x),(gof)(x) eşitliğinin her,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x),"f+g ve f-g fonksiyonlarının cebirsel ve grafik temsilleri oluşturulabilir. Ardından f, g, f+g, f-g",1,Medium AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x),=,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),x),< g(x) ise (fof)(x) < (fog)(x) gibi öner-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),d),fonksiyonlar ile bileşke fonksiyonun ilişkisini ortaya koyan örnekler incelenir. Döngüler kullanı-,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (3),i),kullanılır. Öğrenciler için bireyselleştirilmiş öğrenme planları oluşturulur ve öğrencilerin,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,a),"Dörtgenlerin kenar, açı, köşegen, simetri ve alan özelliklerine ilişkin varsayımlarda",0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,b),"Varsayımlarını kullanarak dörtgenlerin kenar, açı, köşegen, simetri ve alan özellik-",0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,c),"Dörtgenlerin kenar, açı, köşegen, simetri ve alan özelliklerine ilişkin varsayımları ile",0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,d),"Dörtgenlerin kenar, açı, köşegen, simetri ve alan özelliklerine ilişkin sunduğu öner-",0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,e),"Elde ettiği önermeleri üçgenlerde açı, benzerlik ve alan özelliklerini kullanarak is-",0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,f),İşe koştuğu ispatı kullanışlılık açısından değerlendirir.,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,a),Dörtgenlerin özelliklerini kullanarak özel dörtgenler arasında hiyerarşik veya ne-,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,b),Özel dörtgenler arasındaki hiyerarşik ilişkilere dair anlamlı bir bütün oluşturur.,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,a),Çokgenleri ayırt etmek için ölçütler belirler.,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,b),Çokgenleri belirlediği ölçütlere göre ayrıştırır.,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,c),Ayrıştırdığı çokgenleri tasnif eder.,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,a),"Dışbükey çokgenlerin kenar, açı, köşegen, simetri ve alan özelliklerine dair varsayım-",1,Medium AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,b),"Varsayımlarını kullanarak dışbükey çokgenlerin kenar, açı, köşegen, simetri ve alan",0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,c),"Dışbükey çokgenlerin kenar, açı, köşegen, simetri ve alan özelliklerine ilişkin genelle-",0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,d),"Dışbükey çokgenlerin kenar, açı, köşegen, simetri ve alan özelliklerine ilişkin sundu-",0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,a),"Çokgenleri içeren problemlerin parçalarını (nicelik, şekil gibi) belirler.",0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,b),Problemin parçaları arasındaki ilişkileri belirler.,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,c),Problemin bileşenlerini ve aralarındaki ilişkileri bağlama uygun olarak matematiksel,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,d),Problemin çözümü için stratejiler geliştirir.,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,e),Geliştirdiği stratejileri kullanarak problemi çözer.,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,f),Çözümünü kontrol eder ve çözüme ulaştırmayan stratejiyi değiştirir.,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,g),Problemin olası farklı çözüm stratejilerini inceleyerek problemin çözümüne ilişkin de-,1,Medium AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,h),Ulaştığı çıkarımların geçerliliğini değerlendirir.,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,e),",",0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,i),işe koşulur.,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,i),olarak ifade etmesi istenir. Önermelerin değerlendirilmesi sürecinde öğrencilerin sunulan,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,i),"ve alan (  Dörtgenin alanı,",0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,i),özelliklerine ilişkin çıkarımlarda bulunması sağlanır. Bunun yanı sıra öğrencilerden dört-,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,i),kullanarak dörtgenlere ilişkin başka çıkarımlara ( Paralelkenarın,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,i),vurgulan-,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,i),ve,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,i),olarak ifade etmesi istenir. Önermelerin değerlendirilmesi sürecinde öğrencilerin sunulan,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,i),ilgili yeni fikirler geliştirmeleri,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,i),öğrencilerle beraber belirlenir ve gerekçelendirilir. Öğrencilerin grup çalışması,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,i),sağlanır. Öğrencilere farklı kültürlere ve Türk,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,i),olarak ifade etmesi,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,i),kullanıldığı eserler incelenerek bu eserlerin yapımında kullanılan düzgün çokgenlerin nasıl,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,i),"yapılmasını sağlayacak süreç işe koşulur. Öğrencilerin düzgün beşgen, düz-",0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,i),özelliklerine iliş-,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,i),ve bu parçalar arasındaki ilişkileri belirlemeleri sağlanır.,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,i),çıkarımların matematiksel örneklerle desteklenerek değerlendirilmesi yapılır.,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,i),hakkın-,0,Low AI Relevance
2. TEMA: GEOMETRİK ŞEKİLLER,i),altın,0,Low AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,a),İki nicel değişkenli veriye dayalı istatistiksel araştırma gerektiren gerçek yaşam du-,0,Low AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,b),Bağlam içerisinde iki nicel değişken arasındaki ilişkililiğe odaklanan araştırma so-,0,Low AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,c),İki nicel değişkenli veri toplamak/elde etmek için plan yapar.,1,Medium AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,d),Araştırma sorusu bağlamında toplanan/elde edilen iki nicel değişkenli verileri ana-,0,Low AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,e),Araştırma sorusu bağlamında toplanan/elde edilen verileri belirlediği araçlarla ana-,0,Low AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,f),İki nicel değişkenli veri dağılımlarına dayalı istatistiksel araştırmadan elde edilen,1,Medium AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,g),İki nicel değişkenli veri dağılımlarına dayalı istatistiksel araştırmadan elde edilen,1,Medium AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,a),Başkaları tarafından oluşturulan iki nicel değişkenli verilerin ilişkililiğine dayalı ista-,0,Low AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,b),Başkaları tarafından oluşturulan iki nicel değişkenli verilerin ilişkililiğine dayalı ista-,0,Low AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,c),Başkaları tarafından oluşturulan iki nicel değişkenli verilerin ilişkililiğine dayalı ista-,0,Low AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,e),"Öğrenme çıktıları; çalışma kâğıdı, kontrol listesi ve kavram haritası, performans görevi ile",0,Low AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,h),arasında bir iliş-,0,Low AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),"belirleyip oluşturmaları, verileri toplamaları ve",0,Low AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),odaklanmaları sağlanır.,0,Low AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,f),ve gücüne (ilişki yok/zayıf/orta/güçlü) ilişkin yo-,1,Medium AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),yoğunluğu etkileyebilir.,0,Low AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),kullana-,0,Low AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),ve sayısal değer (korelasyon katsayısı) arasında tutarlılık,1,Medium AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),faydalanır. Bu süreçte,0,Low AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),"hareketle araştırma sorusu oluşturmaları, veri",1,Medium AI Relevance
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),sunulur ve öğrencilerden bunlara ilişkin değerlendirme yapmaları istenir.,1,Medium AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),a),Sayı örüntülerinin ardışık terimlerini belirler.,1,Medium AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),b),Ardışık terimler arasındaki ortak fark/oran (çarpan) ilişkisini belirler.,1,Medium AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),c),Sayı örüntülerinin her bir terimini belirlediği ortak farkı/oranı kullanarak ifade eder.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),d),Aritmetik/geometrik dizilerin sonlu toplamlarına ilişkin varsayımlarda bulunur.,0,Low AI Relevance
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),e),Varsayımlarından yararlanıp aritmetik/geometrik dizilerin sonlu toplamları ile ilgili,0,Low AI Relevance
